,CFOP,NCM,cEAN,cEANTrib,cProd,indTot,qCom,qTrib,uCom,uTrib,vProd,vUnCom,vUnTrib,xProd,comb,CEST,nItemPed,indEscala,EXTIPI,xPed,vDesc,cBenef,nFCI,med,vOutro,vFrete,rastro
2429,5949,84439933,734646627825,734646627825,50FBU0E1LOC,1,2.0000,2.0000,UND,UND,940.22,470.1100000000,470.1100000000,CARTUCHO DE TONER PARA IMPRESSORA LEXMARK MS610 PPB/1LOC,0,2101800,0,S,0,0,0,0,0,0,0,0,0
2430,5908,85044030,0,0,393,1,1.0000,1.0000,UN,UN,61.58,61.580000000,61.580000000,FONTE CHAVEADA P/ CÃMERA 12V 2A,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,5908,85369040,0,0,7,1,1.0000,1.0000,UN,UN,6.22,6.220000000,6.220000000,CONECTOR CFTV BNC MACHO MOLA,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,5405,84716053,7890000013697,7890000013697,MOUSE00,1,20.0000,20.0000,UN,UN,300.00,15.0000,15.0000,MOUSE LENOVO,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,5405,84716052,7890000013703,7890000013703,TECLA00,1,20.0000,20.0000,UN,UN,300.00,15.0000,15.0000,TECLADO LENOVO PARA THINKCENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,5405,84715010,7890000019125,7890000019125,10A8S0CF00,1,20.0000,20.0000,UN,UN,72260.00,3613.0000,3613.0000,COMPUTADOR LENOVO M93P SFF   I5 4570/2X4GB/500GB/W8P/DVDRW,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,5405,48181000,0,0,3502,1,1.0000,1.0000,FR,FR,63.50,63.5000000000,63.5000000000,PAPEL HIGIEN QUALITE CAMPIONE 30M F DUPLA C/64 ROLOS,0,2004100,0,0,0,0,0,0,0,0,0,0,0
2436,5405,48182000,0,0,1981,1,5.0000,5.0000,PT,PT,49.50,9.9000000000,9.9000000000,P TOALHA INTERF 100%CEL TULIPA C/1000 20X20 2D 20GR,0,2004500,0,0,0,0,0,0,0,0,0,0,0
2437,6949,84439970,191628390823,191628390823,SL-SCF3800-SI,1,1.0000,1.0000,UN,UN,488.11,488.1100000000,488.1100000000,SLSCF3805XAZ GAVETA ADICIONAL 520 FOLHAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2438,6949,84433233,192018143180,192018143180,SLM4020NAC_SED,1,1.0000,1.0000,UN,UN,804.51,804.5100000000,804.5100000000,SLM4020NDXAB PRINTER LASER PB 40PPM A4,0,2101700,0,0,0,0,0,0,0,0,0,0,0
2439,5101,94017100,7909084486430,0,PG3810126.046,1,40.0000,40.0000,UN,UN,32647.60,816.1900000000,816.1900000000,CAD.GIR. OPER.TIPO A 38001 SYN-REG AR.INJ. BR. SL NEW PU ROD.50 PU EP - POL PRETO C/SCOTCHGARD,0,0,000000,0,0,15540,0,0,0,0,0,0,0
2440,5101,94017100,7909084486447,0,PF2010621.082,1,5.0000,5.0000,UN,UN,5409.50,1081.9000000000,1081.9000000000,ITEM 1 CAD.DIR.APROX 20106 S BRACO CROMADO APOIO PP -  CR - CEC PRETO,0,0,000000,0,0,15540,0,0,0,0,0,0,0
2441,5101,94017100,7909084486454,0,PF2010622.080,1,6.0000,6.0000,UN,UN,6491.40,1081.9000000000,1081.9000000000,ITEM 2 CAD.DIR.APROX 20106 S BRACO CROMADO APOIO PP -  CR - CEC BEGE,0,0,000000,0,0,15540,0,0,0,0,0,0,0
2442,5101,94017100,7909084486461,0,SB1210516.082,1,2.0000,2.0000,UN,UN,2249.59,1124.7950000000,1124.7950000000,ITEM 1 - SOFA DE 1 L 12105 PE DE ALUMINIO - CEC PRETO,0,0,000000,0,0,15540,0,0,0,0,0,0,0
2443,5101,94017100,7909084486478,0,SB1210517.082,1,3.0000,3.0000,UN,UN,4417.14,1472.3800000000,1472.3800000000,ITEM 2 - SOFA DE 2 L 12105 PE DE ALUMINIO - CEC PRETO,0,0,000000,0,0,15540,0,0,0,0,0,0,0
2444,1949,84433115,0,0,28E06151LOC,1,7.0000,7.0000,UND,UND,7000.00,1000.0000000000,1000.0000000000,MULTIFUNCIONAL LASER COLOR LEXMARK CX510DHE /1LOC,0,2101600,0,S,0,0,0,0,0,0,0,0,0
2445,1949,84433240,0,0,35S04031LOC,1,1.0000,1.0000,UND,UND,1500.00,1500.0000000000,1500.0000000000,IMPRESSORA LASER MONO LEXMARK MS610DN PPB /1LOC,0,2101700,0,S,0,0,0,0,0,0,0,0,0
2446,1949,84439970,0,0,38C06361LOC,1,7.0000,7.0000,UND,UND,1400.00,200.0000000000,200.0000000000,BANDEJA DE 500 FOLHAS PARA IMP LEXMARK CS/CX/310/410/510/1LOC,0,2101800,0,S,0,0,0,0,0,0,0,0,0
2447,5655,27101932,SEM GTIN,SEM GTIN,72900154,1,5.0000,5.0000,LT,LT,210.00,42.0000000000,42.0000000000,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,"OrderedDict([('cProdANP', '620505001'), ('descANP', 'OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS'), ('UFCons', 'RS')])",0600500,0,S,0,0,16.08,0,0,0,0,0,0
2448,5405,38112140,SEM GTIN,SEM GTIN,553,1,1.0000,1.0000,PC,PC,83.00,83.0000000000,83.0000000000,OIL TREATMENT STP,0,0,0,0,0,0,6.36,0,0,0,0,0,0
2449,5405,40161010,SEM GTIN,SEM GTIN,90528145,1,1.0000,1.0000,PC,PC,10.22,10.2200000000,10.2200000000,ANEL DE VEDACAO FILTRO DE OLEO,0,0100700,0,S,0,0,0.78,0,0,0,0,0,0
2450,1949,84433115,0,0,28E06151LOC,1,7.0000,7.0000,UND,UND,7000.00,1000.0000000000,1000.0000000000,MULTIFUNCIONAL LASER COLOR LEXMARK CX510DHE /1LOC,0,2101600,0,S,0,0,0,0,0,0,0,0,0
2451,1949,84439970,0,0,38C06361LOC,1,5.0000,5.0000,UND,UND,1000.00,200.0000000000,200.0000000000,BANDEJA DE 500 FOLHAS PARA IMP LEXMARK CS/CX/310/410/510/1LOC,0,2101800,0,S,0,0,0,0,0,0,0,0,0
2452,5102,17019900,0,0,01,1,50.0000,50.0000,KG,KG,250.00,5.0000,5.0000,"AÃUCAR REFINADO BRANCO, EM EMBALAGEM DE 1KG.",0,0,0,0,0,19003878331,0,0,0,0,0,0,0
2453,5102,09011110,0,0,02,1,50.0000,50.0000,KG,KG,600.00,12.0000,12.0000,CAFÃ EM PÃ TORRADO E MOIDO TRADICIONAL A VÃCUO EMBALAGEM 500G,0,0,0,0,0,19004878331,0,0,0,0,0,0,0
2454,6949,85043219,7898172116826,7898172116826,2U20098M1-TF,1,1.0000,1.0000,UN,UN,200.95,200.9500000000,200.9500000000,AUTO TRAFO UPSAI 1.5KVA E220VS110V TRAVAPROT,0,1200100,0,0,0,0,0,0,0,0,0,0,0
2455,6949,84433115,191628415083,191628415083,C4062FX-SI,1,1.0000,1.0000,UN,UN,5047.91,5047.9100000000,5047.9100000000,SLC4062FXXAZ MFP LASER COR 40PPM A4 XOA ANDROID,0,2101600,0,0,0,0,0,0,0,0,0,0,0
2456,5405,40169300,0,0,016488,1,1.0000,1.0000,PCS,PCS,4.05,4.0500000000,4.0500000000,JUNTA DE TAMPA DE CARTER CILINDROS AUTOM,0,0100700,0,0,0,0,0,0,0,0,0,0,0
2457,5405,84219999,0,0,1444TT,1,1.0000,1.0000,PCS,PCS,84.52,84.5200000000,84.5200000000,ELEMENTO FILTRANTE FILTRO DE AR AUTOMOTI,0,0112900,0,0,0,0,0,0,0,0,0,0,0
2458,5405,27101921,0,0,700006095,1,4.2500,4.2500,L,L,205.02,48.2400000000,48.2400000000,OLEO MOTOR 5W30 (TB),0,0112900,0,0,0,0,0.02,0,0,0,0,0,0
2459,5405,84212300,0,0,9818914980,1,1.0000,1.0000,PCS,PCS,36.12,36.1200000000,36.1200000000,FILTRO OLEO,0,0103700,0,0,0,0,0,0,0,0,0,0,0
2460,5949,84439933,0,0,80C8XK01LOC,1,8.0000,8.0000,UND,UND,2236.24,279.5300000000,279.5300000000,CARTUCHO DE TONER PARA IMPRESSORA LEXMARK CX510/410 PRETO/1LOC,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2461,5949,84439939,0,0,C540X75G1LOC,1,2.0000,2.0000,UND,UND,58.24,29.1200000000,29.1200000000,RECIPIENTE PARA RESIDUOS DE TONER C54X/X54X LEXMARK,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2462,6949,84439933,191628452200,191628452200,CLT-C603L-SI,1,1.0000,1.0000,UN,UN,170.70,170.7000000000,170.7000000000,CLTC603LXAZ CARTUCHO DE TONER CIANO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2463,6949,84439933,191628464067,191628464067,CLT-K603L-SI,1,1.0000,1.0000,UN,UN,175.46,175.4600000000,175.4600000000,CLTK603LXAZ CARTUCHO DE TONER PRETO 15K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2464,6949,84439933,191628464111,191628464111,CLT-M603L-SI,1,1.0000,1.0000,UN,UN,158.19,158.1900000000,158.1900000000,CLTM603LXAZ CARTUCHO DE TONER MAGENTA 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2465,6949,84439933,191628464166,191628464166,CLT-Y603L-SI,1,1.0000,1.0000,UN,UN,167.73,167.7300000000,167.7300000000,CLTY603LXAZ CARTUCHO DE TONER AMARELO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2466,5102,30064012,SEM GTIN,SEM GTIN,9388,1,2.0000,2.0000,UN,UN,217.00,108.5000000000,108.5000000000,RESINA FOTO Z350 4G WB,0,1300102,0,0,0,0,0,0,0,0,0,0,0
2467,5102,30064012,SEM GTIN,SEM GTIN,9743,1,4.0000,4.0000,UN,UN,820.00,205.0000000000,205.0000000000,SISTEMA ADESIVO ORTODONTICO FOTOPOLIMERIZAVEL TRANSBOND XT,0,1300102,0,0,0,0,0,0,0,0,0,0,0
2468,5405,09012100,0,0,16,1,1.0000,1.0000,PC,PC,23.00,23.00000000,23.00000000,CAFE EM GRAO ESTINO GOURMET 500G,0,1709601,0,0,0,0,0,0,0,0,0,0,0
2469,5405,09012100,0,0,200043,1,1.0000,1.0000,PC,PC,25.00,25.00000000,25.00000000,SANTA LUCIA - CAFE GRAO ESTINO INTENSO 500G,0,1709601,0,0,0,0,0,0,0,0,0,0,0
2470,5910,85235200,7898602911182,0,YGSC234D2000,1,1.0000,1.0000,UN,UN,3.20,3.2000000000,3.2000000000,SIM CARD 4G 2/3/4FF AVULSO P39 OLHAL RS,0,0,0,0,0,1-178073180272-,0,0,0,0,0,0,0
2471,5908,85176262,7898517982147,0,MGZT04723000,1,1.0000,1.0000,UN,UN,172.70,172.7000000000,172.7000000000,ZTE MF79S MODEM BRANCO BASICO LTE,0,0,0,0,0,1-178073180272-,0,0,0,0,0,0,0
2472,5101,64069090,0,0,22,1,1.0000,1.0000,UN,UN,2400.00,2400.0000000000,2400.0000000000,ARMARIO PARA TOGA EM MDF COM LAMINA DE MADEIRA EMBUIA,0,0000000,0,0,0,0,0,0,0,0,0,0,0
2473,5101,94033000,0,0,233,1,2.0000,2.0000,UN,UN,5000.00,2500.0000000000,2500.0000000000,ESTANTE TIPO CRISTALEIRA EM MDF COM LAMINA DE MADEIRA EMBUIA,0,0000000,0,0,0,0,0,0,0,0,0,0,0
2474,5405,48182000,7898920438231,7898920438231,44452,1,10.0000,10.0000,UN,UN,110.00,11.0000000000,11.0000000000,FLORAX P.TOALHA INTERFOLHA PREMIUM 20X20 C/1000,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,5405,48189090,7896110061122,7896110061122,27062,1,7.0000,7.0000,UN,UN,31.50,4.5000000000,4.5000000000,P.TOALHA SNOB DECORADO C/2,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,5405,34012010,7898908100914,7898908100914,54034,1,1.0000,1.0000,UN,UN,25.00,25.0000000000,25.0000000000,PREMISSE SB.LIQ.ERVA DOCE SOFT 5LT,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,5405,48182000,7898920438231,7898920438231,44452,1,5.0000,5.0000,UN,UN,55.00,11.0000000000,11.0000000000,FLORAX P.TOALHA INTERFOLHA PREMIUM 20X20 C/1000,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,5405,48181000,7896110008653,7896110008653,46447,1,3.0000,3.0000,UN,UN,41.40,13.8000000000,13.8000000000,P.H.PERSONAL VIP F.D.NEUTRO 30M C/12,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,5949,27101932,SEM GTIN,SEM GTIN,16648,1,20.00,20.00,lt,lt,259.20,12.96,12.96,Oleo Motor Diesel 15W40 3L,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,5949,84212300,SEM GTIN,SEM GTIN,15254,1,1.00,1.00,pc,pc,38.04,38.04,38.04,Filtro Lubrificante para gerador de energia,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,5949,84219999,SEM GTIN,SEM GTIN,15253,1,1.00,1.00,pc,pc,149.63,149.63,149.63,Filtro Diesel para gerador de energia,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,5949,84439933,0,0,50FBU0E1LOC,1,1.0000,1.0000,UND,UND,398.56,398.5600000000,398.5600000000,CARTUCHO DE TONER PARA IMPRESSORA LEXMARK MS510 PPB/1LOC,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2483,5949,84439933,0,0,80C8XK01LOC,1,2.0000,2.0000,UND,UND,642.80,321.4000000000,321.4000000000,CARTUCHO DE TONER PARA IMPRESSORA LEXMARK CX510/410 PRETO/1LOC,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2484,5405,19059090,7891193020370,0,49632329,1,2.0000,2.0000,UN,UN,9.98,4.9900000000,4.9900000000,BOLO FORMIGUEIRO SEVEN BOYS 250G,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,5405,09021000,7896045077809,0,26776887,1,2.0000,2.0000,UN,UN,8.90,4.4500000000,4.4500000000,CHA MULTIERVAS MACA C/CAN  10SAQ,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,5405,48183000,7896104994092,0,52806780,1,1.0000,1.0000,UN,UN,1.89,1.8900000000,1.8900000000,"GUARDANAPO MILI 30X29,5CM   C/50",0,0,0,0,0,0,0,0,0,0,0,0,0
2487,5405,19059090,7896209400689,0,25562949,1,3.0000,3.0000,UN,UN,18.87,6.2900000000,6.2900000000,BOLO GOTAS CHOC    NUTRELLA 300G,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,5405,19059090,7896209400702,0,25563160,1,3.0000,3.0000,UN,UN,18.87,6.2900000000,6.2900000000,BOLO LARANJA       NUTRELLA 300G,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,5405,19059090,7898908647105,0,42812200,1,8.0000,8.0000,UN,UN,36.80,4.6000000000,4.6000000000,SALG EUROPRADO OREGANO      250G,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,5405,87088000,0,0,E43029AM1AIN,1,1,1,UN,UN,650.00,650.0000000000,650.0000000000,AMORTECEDOR DA SUSPENSAO DIANTEIRA NISSAN SENTRA NOVO,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,5405,87088000,0,0,E43039AM1AIN,1,1,1,UN,UN,650.00,650.0000000000,650.0000000000,AMORTECEDOR SUSPENSAO DIANTEIRA NISSAN SENTRA  NOVO,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,5405,25232910,SEM GTIN,SEM GTIN,00534,1,5.0000,5.0000,UN,UN,15.00,3.0000000000,3.0000000000,CIMENTO BRANCO 1KG,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,5405,38140090,SEM GTIN,SEM GTIN,01881,1,1.0000,1.0000,UN,UN,9.90,9.9000000000,9.9000000000,THINNER  LI  FARBEN,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,5405,39174090,0,0,001600,1,1.0000,1.0000,UN,UN,25.95,25.95000000,25.95000000,CURVA 90 AGUA SOLDAVEL 060MM [G.],0,1000600,0,0,0,0,0,0,0,0,0,0,0
2495,5405,25223000,0,0,000385,1,3.0000,3.0000,UN,UN,48.21,16.07000000,16.07000000,CAL HIDRACAL PO HIDRAULICO P/REBOCO 20 KG,0,1000100,0,0,0,0,0,0,0,0,0,0,0
2496,5405,25232910,0,0,000001,1,3.0000,3.0000,UN,UN,105.82,35.27333333,35.27333333,CIMENTO COMUM 50KG [G.],0,0500100,0,0,0,0,0,0,0,0,0,0,0
2497,5102,38259000,7897321117882,7897321117882,006824,1,2.0000,2.0000,UN,UN,15.97,7.98500000,7.98500000,ALVENARITE 1LT [VEDACIT],0,0,0,0,0,0,0,0,0,0,0,0,0
2498,5102,25059000,0,0,009722,1,32.0000,32.0000,UN,UN,154.97,4.84281250,4.84281250,AREIA FINA B 20 KG,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,5102,25059000,0,0,009721,1,69.0000,69.0000,UN,UN,334.16,4.84289855,4.84289855,AREIA MEDIA B 20 KG,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,5102,76041010,0,0,005444,1,6.0000,6.0000,MT1,MT1,53.70,8.95000000,8.95000000,"CANTONEIRA ALUMINIO CROMADA POLIDO 02,50CM LARG. [G]",0,0,0,0,0,0,0,0,0,0,0,0,0
2501,5102,83024200,0,0,005594,1,3.0000,3.0000,UN,UN,11.81,3.93666667,3.93666667,PUXADOR LUX ALCA CROMO 160MM CINZA [CIBAFER],0,0,0,0,0,0,0,0,0,0,0,0,0
2502,5102,76042920,0,0,006982,1,1.0000,1.0000,UN,UN,8.99,8.99000000,8.99000000,"VEDA PORTA 1,MT [G.]",0,0,0,0,0,0,0,0,0,0,0,0,0
2503,5405,73144100,0,0,010857,1,15.0000,15.0000,MT,MT,104.42,6.96133333,6.96133333,"TELA ESTUQUE 1,00 MTX50 MTS [G ]",0,1005300,0,0,0,0,0,0,0,0,0,0,0
2504,5933,00,0,0,508,1,1.0000,1.0000,un,un,15.00,15.0000000000,15.0000000000,INSTALACAO FAROL - PAR,0,0105300,0,0,0,0,0,0,0,0,0,0,0
2505,5405,85392110,4052899016804,0,173,1,2.0000,2.0000,pc,pc,258.00,129.0000000000,129.0000000000,(OS 64211 NBU H11) ELETRICA - LAMPADA OSRAM NIGHT BREAKER ULTD H11 - Placa: IVV4125,0,0107200,0,0,0,0,0,0,0,0,0,0,0
2506,6949,84439970,191628390823,191628390823,SL-SCF3800-SI,1,1.0000,1.0000,UN,UN,488.11,488.1100000000,488.1100000000,SLSCF3805XAZ GAVETA ADICIONAL 520 FOLHAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2507,6949,84433233,192018143180,192018143180,SLM4020NAC_SED,1,1.0000,1.0000,UN,UN,804.51,804.5100000000,804.5100000000,SLM4020NDXAB PRINTER LASER PB 40PPM A4,0,2101700,0,0,0,0,0,0,0,0,0,0,0
2508,5102,74072929,0,0,C1450,1,0.5000,0.5000,KG,KG,43.56,87.1200000000,87.1200000000,FOS4/HARRIS 0 FLAT-SOLDA FOSCOPER FOS4/HARRIS 0 FLAT 1.40MM X 3.00MM X 500MM HARRIS BRASTAK,0,0,0,0,0,0,0,0,EE22FD37-B83A-41D1-8986-93AC80A97CC4,0,0,0,0
2509,5102,74122000,0,0,C124193,1,6.0000,6.0000,PC,PC,35.82,5.9700000000,5.9700000000,C700-CURVA 90 3/4 PAREDE 0.79 MM,0,1006500,0,0,0,0,0,0,E4A6F104-B985-47C7-9EFA-50489CC3C728,0,0,0,0
2510,5405,39173900,0,0,C117751,1,3.0000,3.0000,PC,PC,9.00,3.0000000000,3.0000000000,10x19mm-TUBO ISOLANTE POLIETILENO BLINDADO BRANCO 3/4 (EMB 100) EPEX,0,1000600,0,0,0,0,0,0,2C51FF5D-D7CB-4F6F-8302-E66F4DA1D03E,0,0,0,0
2511,5405,74111010,0,0,T130668,1,2.5000,2.5000,kg,kg,111.65,44.6600000000,44.6600000000,BOB 3/4 0.79MM=1/32-TUBO COBRE FLEXIVEL 19.05 3/4 0.403 0.79MM=1/32 BOBINA ELM,0,1006400,0,0,0,0,0,0,674B8759-D740-4F9E-9D52-405FDBB55D2B,0,0,0,0
2512,5102,85395000,0,0,21522,1,4.0000,4.0000,UN,UN,171.12,42.780000,42.780000,LAMPADA LED 18W T8 TUBULAR 6500 K BCA EMPALUX,0,0,0,0,0,0,47.12,0,0,0,0,0,0
2513,5102,85437099,0,0,18273,1,4.0000,4.0000,UN,UN,113.64,28.410000,28.410000,LAMPADA LED 18W T8 TUBULAR 6500 K BCA,0,0,0,0,0,0,5.64,0,0,0,0,0,0
2514,5405,39174090,7891960121453,7891960121453,23121,1,2.0000,2.0000,PC,PC,7.29,3.646,3.646,AGUA FRIA JOELHO 90G SOLDAVEL CLASSE 15 50MM PVC MR - 11674 - AMANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,5405,39174090,7891960121651,7891960121651,23736,1,2.0000,2.0000,PC,PC,6.32,3.161,3.161,AGUA FRIA LUVA SOLDAVEL CLASSE 15 50MM PVC MR - 11746 - AMANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,5949,70193900,0,0,25,1,5.000,5.000,KG,KG,56.65,11.33,11.33,MANTA F V PICADA 450,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,5949,70193900,0,0,27,1,15.000,15.000,KG,KG,100.65,6.71,6.71,ROVING OPTSPRAY DE FV 4000,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,5949,29141100,0,0,29,1,13.000,13.000,KG,KG,98.80,7.60,7.60,ACETONA,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,5949,68052000,0,0,47,1,10.000,10.000,UN,UN,44.00,4.40,4.40,LIXA FERRO G 50,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,5949,70193900,0,0,51,1,5.000,5.000,KG,KG,30.25,6.05,6.05,FIBRA MOIDA M14P,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,5949,39079100,0,0,58,1,35.000,35.000,KG,KG,436.80,12.48,12.48,CRISTALAN 760/1,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,5949,39079100,0,0,70,1,85.000,85.000,KG,KG,1060.80,12.48,12.48,CRISTALAN 760/2,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,5949,39079100,0,0,338,1,145.000,145.000,KG,KG,1658.80,11.44,11.44,CRISTALAN 1863,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,5949,26219090,0,0,365,1,85.000,85.000,KG,KG,1571.65,18.49,18.49,PO MINERAL 500MM,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,5949,32081010,0,0,369,1,1.000,1.000,PC,PC,24.20,24.20,24.20,TACO DE BORRACHA,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,5949,39241000,0,0,371,1,1.000,1.000,PC,PC,3.80,3.80,3.80,PENEIRA PLASTICA,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,5949,64022000,0,0,396,1,1.000,1.000,PR,PR,126.50,126.50,126.50,SAPATO DE PREGO,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,5102,65061000,0,0,8340633,1,4.0000,4.0000,PC,PC,35.60,8.9000000000,8.9000000000,CAPACETE ABA FRONTAL BRANCO C\SUSPENSAO PLASTICA 70.000.467 PLASTICOR,0,0,0,0,0,JOAO FERNANDO,0,0,0,0,0,0,0
2529,5405,90178010,0,0,1040012,1,1.0000,1.0000,PC,PC,23.39,23.3900000000,23.3900000000,TRENA 08MX25MM C\TRAVA CXA.PLAST. EMBORRACHADA     TR825MP TOOLMIX,0,0802100,0,0,0,JOAO FERNANDO,0,0,0,0,0,0,0
2530,5102,72166110,7898922580723,7898922580723,760,1,5.000,5.000,UN,UN,67.50,13.50,13.50,MONTANTE M 48: 280 CM,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,5102,72166110,7898922580679,7898922580679,739,1,2.000,2.000,PC,PC,27.60,13.80,13.80,GUIA R 48: 300 CM,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,5102,68091100,7898922580075,7898922580075,702,1,4.000,4.000,PL,PL,193.24,48.31,48.31,"PLACA GESSO ST BR PLACO 12,5 1200 X 2400 MM",0,0,0,0,0,0,0,0,0,0,0,0,0
2533,5405,73181400,0,0,744,1,1.000,1.000,CX,CX,35.80,35.80,35.80,PARAFUSO 25 PONTA AGULHA CX 1000 - MULTIMARCA,0,1005800,0,0,0,0,0,0,0,0,0,0,0
2534,5405,73181400,0,0,832,1,0.200,0.200,CX,CX,11.54,57.70,57.70,"PARAFUSO CIMENTICIA 4,2X32MM C/ASA (#8X1.1/4)ZB CX 500UND",0,0,0,0,0,0,0,0,0,0,0,0,0
2535,5405,85395000,7898617511537,7898617511537,20591,1,10.0000,10.0000,UN,UN,257.30,25.73,25.73,LAMPADA LED PAR 20 BIV 7W 2700K E27 INTERNA/EXTERNA IP54 - SAVE ENERGY - Ref: SE-110.1406 - Cod: SE-110.1406,0,0900500,0,0,0,0,0,0,BEEE9444-3E16-4723-8653-F518DC450754,0,0,0,0
2536,5405,85366100,7896451852656,7896451852656,10833,1,10.0000,10.0000,UN,UN,29.10,2.91,2.91,SOQUETE PORC. E27 P/PLAFON - GL LORENZETTI IMPORT - Cod: 1451N,0,1200400,0,0,0,0,0,0,0,0,0,0,0
2537,6949,84439933,191628452200,191628452200,CLT-C603L-SI,1,1.0000,1.0000,UN,UN,170.70,170.7000000000,170.7000000000,CLTC603LXAZ CARTUCHO DE TONER CIANO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2538,6949,84439933,191628464067,191628464067,CLT-K603L-SI,1,1.0000,1.0000,UN,UN,175.46,175.4600000000,175.4600000000,CLTK603LXAZ CARTUCHO DE TONER PRETO 15K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2539,6949,84439933,191628464111,191628464111,CLT-M603L-SI,1,1.0000,1.0000,UN,UN,158.19,158.1900000000,158.1900000000,CLTM603LXAZ CARTUCHO DE TONER MAGENTA 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2540,6949,84439933,191628464166,191628464166,CLT-Y603L-SI,1,1.0000,1.0000,UN,UN,167.73,167.7300000000,167.7300000000,CLTY603LXAZ CARTUCHO DE TONER AMARELO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
2541,6108,49019900,9788573489583,9788573489583,9788573489583,1,1.0000,1.0000,UN,UN,54.00,54.0000000000,54.0000000000,LADVOG - ADMINISTRACAO TRIBUTARIA MUNICIPAL - EFICIENCIA E INTELIGENCIA FISCAL 1 Ed,0,0,0,0,0,0,15.88,0,0,0,0,0,0
2542,6108,49019900,9788577212170,9788577212170,9788577212170,1,1.0000,1.0000,UN,UN,120.00,120.0000000000,120.0000000000,ADUANE - ASPECTOS POLEMICOS DE PIS-COFINS 1 Ed 2013,0,0,0,0,0,0,35.28,0,0,0,0,0,0
2543,6108,49019900,9788597012613,9788597012613,9788597012613,1,1.0000,1.0000,UN,UN,86.00,86.0000000000,86.0000000000,ATLAS - COMO ELABORAR PROJETOS DE PESQUISA 6 Ed 2017,0,0,0,0,0,0,25.28,0,0,0,0,0,0
2544,6108,49019900,9788577210497,9788577210497,9788577210497,1,1.0000,1.0000,UN,UN,39.00,39.0000000000,39.0000000000,LEX - CONTRATOS INTERNACIONAIS - ASPECTOS GERAIS E COM O PODER PUBLICO 1 Ed 2008,0,0,0,0,0,0,11.47,0,0,0,0,0,0
